LastName,NumPeopleRace,RankRace,PercentRace,RankAll,NumPeopleAll
JOHNSON,"27,857",166,1.50%,2,"1,857,160"
LUCERO,"27,643",167,81.50%,945,"33,922"
MEDRANO,"27,164",168,92.40%,1091,"29,386"
BAUTISTA,"27,083",169,71.60%,830,"37,847"
MARTIN,"26,841",170,4.00%,17,"672,711"
LUGO,"26,489",171,90.30%,1092,"29,328"
DEJESUS,"26,336",172,82.80%,1002,"31,803"
ESPINOSA,"26,272",173,86.00%,1047,"30,538"
MARIN,"26,246",174,82.60%,1003,"31,786"
CORTES,"26,144",175,86.70%,1061,"30,141"
MAGANA,"26,132",176,94.80%,1166,"27,571"
QUINTANA,"25,964",177,87.30%,1073,"29,755"
CORONA,"25,964",177,87.90%,1081,"29,525"
TREJO,"25,781",179,94.10%,1172,"27,383"
BERNAL,"25,650",180,87.20%,1089,"29,418"
NIEVES,"25,624",181,91.50%,1146,"28,011"
VILLALOBOS,"25,489",182,94.00%,1188,"27,107"
ENRIQUEZ,"25,478",183,85.30%,1072,"29,886"
REYNA,"25,144",184,92.40%,1181,"27,215"
JARAMILLO,"25,067",185,89.40%,1144,"28,024"
SAENZ,"24,727",186,90.90%,1182,"27,211"
QUINONES,"24,703",187,90.50%,1177,"27,290"
DELAROSA,"24,693",188,87.80%,1137,"28,134"
AVALOS,"24,672",189,95.40%,1246,25875
ESQUIVEL,"24,594",190,93.50%,1220,"26,301"
WILLIAMS,"24,545",191,1.60%,3,"1,534,042"
NAVA,"24,539",192,92.70%,1212,"26,463"
CANO,"24,502",193,90.20%,1185,"27,179"
BRAVO,"24,446",194,88.60%,1165,"27,576"
DUARTE,"24,420",195,76.60%,997,"31,896"
GALINDO,"24,413",196,91.30%,1199,"26,730"
CORREA,"24,299",197,84.10%,1109,"28,910"
PARRA,"24,228",198,90.90%,1203,"26,654"
RODRIQUEZ,"23,655",199,89.70%,1217,"26,377"
SALDANA,"23,454",200,92.40%,1273,"25,386"
LEAL,"23,451",201,83.00%,1133,"28,248"
SIERRA,"23,304",202,89.00%,1227,"26,181"
BLANCO,"22,991",203,79.70%,1115,"28,843"
BECERRA,"22,968",204,93.90%,1325,"24,468"
BROWN,"22,634",205,1.60%,4,"1,380,145"
CARRASCO,"22,361",206,91.90%,1331,"24,343"
PORTILLO,"22,251",207,92.70%,1353,"24,008"
TOVAR,"22,183",208,93.40%,1370,"23,743"
ALFARO,"22,131",209,91.80%,1346,"24,108"
VERA,"22,022",210,89.70%,1319,"24,553"
ZAPATA,"21,955",211,91.90%,1361,"23,900"
MUNIZ,"21,700",212,89.70%,1340,"24,203"
CARDONA,"21,580",213,90.60%,1365,"23,806"
VIGIL,"21,514",214,82.00%,1224,"26,224"
SAUCEDO,"21,273",215,95.20%,1464,22357
BAEZ,"21,019",216,93.40%,1454,"22,512"
HURTADO,"20,790",217,93.50%,1468,"22,247"
AMAYA,"20,696",218,93.40%,1473,"22,149"
ESCOBEDO,"20,622",219,94.60%,1502,21790
PERALTA,"20,591",220,83.30%,1305,"24,713"
ARREDONDO,"20,443",221,93.80%,1503,"21,785"
AGUILERA,"20,271",222,93.50%,1519,"21,685"
ZEPEDA,"20,018",223,94.00%,1545,"21,305"
ROSADO,"19,928",224,90.30%,1479,"22,066"
HINOJOSA,"19,912",225,93.80%,1552,"21,228"
RENTERIA,"19,896",226,94.00%,1558,21159
GALLARDO,"19,895",227,88.70%,1460,"22,435"
BARRIOS,"19,800",228,86.30%,1427,"22,941"
FELIX,"19,722",229,62.40%,1011,"31,631"
CASTELLANOS,"19,711",230,93.90%,1568,"20,985"
BACA,"19,707",231,80.20%,1316,"24,572"
SEGURA,"19,690",232,86.80%,1445,"22,689"
JONES,"19,624",233,1.40%,5,"1,362,755"
GUILLEN,"19,531",234,91.90%,1550,"21,257"
CORDERO,"19,341",235,83.60%,1409,"23,127"
CHACON,"19,281",236,91.20%,1559,"21,153"
VALLE,"19,274",237,83.70%,1415,"23,039"
CORONADO,"18,848",238,91.90%,1608,"20,503"
DELATORRE,"18,831",239,91.40%,1600,"20,614"
VELA,"18,751",240,91.20%,1603,"20,569"
MORAN,"18,623",241,23.70%,362,"78,546"
ALONSO,"18,518",242,89.00%,1581,"20,802"
VELASCO,"18,505",243,80.10%,1411,"23,114"
MADRIGAL,"18,209",244,92.80%,1672,"19,632"
CARRANZA,"18,172",245,93.80%,1697,19375
QUIROZ,"18,167",246,93.10%,1684,19507
ROMO,"17,877",247,89.10%,1634,"20,066"
MADRID,"17,853",248,85.70%,1580,"20,834"
MONTANO,"17,846",249,84.50%,1562,"21,110"
SERNA,"17,811",250,90.20%,1662,"19,751"
YBARRA,"17,754",251,88.70%,1639,"20,013"
CABALLERO,"17,734",252,87.50%,1620,"20,270"
BURGOS,"17,571",253,88.70%,1658,"19,816"
VENTURA,"17,555",254,65.60%,1196,"26,769"
OLVERA,"17,533",255,94.70%,1778,18512
ROSA,"17,405",256,61.30%,1132,"28,375"
VARELA,"17,390",257,88.40%,1664,"19,672"
LEYVA,"17,371",258,92.60%,1749,"18,769"
QUEZADA,"17,365",259,95.90%,1820,18107
BERMUDEZ,"17,210",260,88.50%,1689,"19,451"
BENAVIDES,"17,182",261,92.30%,1764,"18,617"
ARAGON,"17,132",262,82.70%,1588,"20,723"
AVILES,"17,004",263,91.80%,1775,"18,521"
URIBE,"16,950",264,92.70%,1805,"18,283"
DAVIS,"16,943",265,1.60%,7,"1,072,335"
PAGAN,"16,742",266,80.90%,1593,"20,702"
PAREDES,"16,719",267,89.50%,1758,"18,689"
OSORIO,"16,715",268,92.70%,1827,18037
YANEZ,"16,688",269,93.00%,1839,"17,950"
NIETO,"16,674",270,88.60%,1744,"18,817"
CARMONA,"16,555",271,90.50%,1803,"18,289"
GRANADOS,"16,410",272,94.00%,1888,17463
GIL,"16,339",273,84.20%,1691,"19,403"
MONTALVO,"16,324",274,90.30%,1823,"18,085"
CASILLAS,"16,317",275,93.30%,1882,17498
LUJAN,"16,160",276,85.50%,1737,"18,892"
BUSTAMANTE,"16,156",277,88.00%,1794,"18,363"
MILLER,"16,128",278,1.40%,6,"1,127,803"
RICO,"16,101",279,85.90%,1754,"18,735"
BARRON,"16,012",280,34.70%,678,"46,196"
ANAYA,"15,976",281,91.80%,1894,"17,405"
ORNELAS,"15,911",282,92.10%,1909,"17,278"
OLIVARES,"15,798",283,93.70%,1961,16857
CANALES,"15,785",284,90.80%,1897,"17,381"
GAMEZ,"15,780",285,93.90%,1971,16812
CUELLAR,"15,667",286,91.00%,1917,"17,217"
LEMUS,"15,537",287,93.70%,2004,16583
PRADO,"15,477",288,88.00%,1873,"17,586"
BARRAGAN,"15,252",289,95.20%,2078,16021
PAZ,"15,238",290,85.70%,1858,"17,776"
PINA,"15,215",291,78.40%,1692,"19,399"
REYNOSO,"15,164",292,93.60%,2049,16208
VALADEZ,"15,120",293,94.00%,2064,16083
NAVARRETE,"14,941",294,93.30%,2080,16010
OTERO,"14,821",295,87.40%,1947,"16,956"
ALEMAN,"14,808",296,90.40%,2029,"16,379"
MARRERO,"14,776",297,88.00%,1974,"16,783"
OLIVAS,"14,674",298,90.80%,2053,"16,164"
AREVALO,"14,601",299,91.60%,2087,15942
OJEDA,"14,601",299,92.50%,2110,15780
FONSECA,"14,565",301,74.60%,1682,"19,513"
QUINTANILLA,"14,556",302,91.80%,2102,15849
SOLANO,"14,531",303,86.10%,1958,"16,869"
ESCAMILLA,"14,404",304,94.30%,2183,15278
FELICIANO,"14,348",305,83.80%,1933,"17,112"
TELLEZ,"14,343",306,93.60%,2174,15320
SEPULVEDA,"14,136",307,90.60%,2131,"15,611"
ORELLANA,"14,093",308,94.30%,2229,14943
ARREOLA,"14,069",309,94.60%,2245,14874
BETANCOURT,"14,065",310,88.60%,2098,"15,876"
CARBAJAL,"14,056",311,93.80%,2224,14993
AMADOR,"14,004",312,87.50%,2081,"15,997"
SOTELO,"13,959",313,91.20%,2177,15308
HIDALGO,"13,881",314,82.50%,1967,"16,824"
OCAMPO,"13,786",315,79.50%,1903,17334
RENDON,"13,779",316,89.60%,2165,"15,375"
VENEGAS,"13,776",317,93.90%,2271,14677
NEGRON,"13,715",318,90.90%,2208,"15,090"
BANUELOS,"13,672",319,95.90%,2326,14260
WILSON,"13,547",320,1.70%,10,"783,051"
PATINO,"13,517",321,90.50%,2233,"14,929"
CAVAZOS,"13,492",322,92.80%,2290,14543
TORREZ,"13,464",323,90.30%,2236,"14,904"
MATOS,"13,380",324,79.60%,1968,"16,819"
CASAS,"13,378",325,91.40%,2275,14635
GODINEZ,"13,362",326,94.40%,2346,14152
VALDES,"13,325",327,85.60%,2139,"15,567"
LONGORIA,"13,287",328,89.50%,2251,"14,843"
LEDESMA,"13,161",329,87.30%,2211,"15,077"
ALANIZ,"13,154",330,92.80%,2341,14169
ARANDA,"13,084",331,89.10%,2268,"14,683"
PRIETO,"13,077",332,88.40%,2259,"14,786"
VALLEJO,"13,073",333,90.30%,2296,14484
POLANCO,"13,038",334,93.50%,2383,13938
ZARATE,"12,895",335,92.10%,2371,14000
PULIDO,"12,777",336,90.30%,2347,14151
ARCE,"12,766",337,85.90%,2249,"14,855"
BARRAZA,"12,752",338,95.00%,2463,13430
MENA,"12,750",339,89.20%,2317,"14,299"
ALONZO,"12,692",340,77.70%,2038,"16,326"
GAMBOA,"12,561",341,83.10%,2205,"15,117"
ARTEAGA,"12,494",342,94.80%,2511,13185
ESCALANTE,"12,479",343,88.90%,2365,14032
VALENTIN,"12,450",344,84.60%,2265,"14,720"
GALVEZ,"12,370",345,86.40%,2314,14311
BRITO,"12,349",346,83.80%,2262,"14,740"
CERDA,"12,338",347,93.40%,2505,13215
ZARAGOZA,"12,266",348,92.60%,2495,13245
NEVAREZ,"12,263",349,94.50%,2559,12979
CHAVARRIA,"12,132",350,92.70%,2534,13093
SALDIVAR,"12,088",351,92.30%,2530,13095
CORRAL,"12,073",352,91.10%,2493,13252
SAAVEDRA,"12,068",353,90.30%,2479,13358
ANDERSON,"12,046",354,1.60%,12,"762,394"
MARROQUIN,"12,031",355,93.50%,2585,12874
CHAPA,"12,028",356,90.00%,2475,"13,370"
MIRELES,"11,999",357,93.30%,2590,12863
CRESPO,"11,984",358,86.60%,2401,"13,835"
ARRIAGA,"11,977",359,93.80%,2598,12765
COVARRUBIAS,"11,961",360,95.40%,2648,12543
SALCEDO,"11,922",361,87.70%,2440,13593
HOLGUIN,"11,894",362,91.20%,2546,13039
MOYA,"11,883",363,87.90%,2451,"13,526"
ALCALA,"11,856",364,91.40%,2562,12972
LINARES,"11,842",365,92.50%,2595,12799
HEREDIA,"11,809",366,93.00%,2615,12703
THOMAS,"11,798",367,1.70%,14,"710,696"
CEJA,"11,790",368,96.60%,2707,12199
BARRIENTOS,"11,718",369,92.30%,2620,12690
APONTE,"11,627",370,90.10%,2575,12905
TAYLOR,"11,598",371,1.60%,13,"720,370"
MONTANEZ,"11,585",372,92.80%,2656,12482
NAJERA,"11,529",373,94.00%,2698,12270
RODRIGUES,"11,519",374,43.20%,1204,"26,652"
CORNEJO,"11,489",375,92.50%,2673,12416
ALARCON,"11,477",376,89.50%,2594,12821
ONTIVEROS,"11,475",377,93.20%,2693,12317
ANGUIANO,"11,456",378,95.40%,2758,12006
SORIANO,"11,316",379,65.00%,1891,"17,418"
PIMENTEL,"11,294",380,69.00%,2031,"16,358"
ELIZONDO,"11,232",381,92.20%,2711,12183
ZAMBRANO,"11,179",382,89.60%,2661,12471
RINCON,"11,141",383,93.50%,2782,11921
MONDRAGON,"11,099",384,92.00%,2745,12063
CAZARES,"11,071",385,96.00%,2861,11531
ROBLEDO,"10,891",386,93.70%,2829,11620
ACUNA,"10,888",387,86.80%,2650,12537
BUENO,"10,887",388,84.80%,2591,12845
BUSTOS,"10,879",389,87.70%,2680,12401
ADAME,"10,862",390,91.70%,2791,11848
BALDERAS,"10,808",391,93.80%,2864,11520
DELOSSANTOS,"10,757",392,77.90%,2409,13802
TOLEDO,"10,724",393,73.90%,2294,"14,514"
VALDIVIA,"10,718",394,93.30%,2871,11484
NARANJO,"10,702",395,89.60%,2772,11946
PERALES,"10,619",396,91.90%,2850,11558
DELGADILLO,"10,599",397,95.40%,2984,11107
PUENTE,"10,578",398,91.70%,2858,11533
FRIAS,"10,536",399,85.30%,2684,"12,357"
VIDAL,"10,514",400,75.80%,2395,"13,867"
MOORE,"10,480",401,1.50%,16,"698,671"
THOMPSON,"10,439",402,1.60%,19,"644,368"
GUAJARDO,"10,377",403,93.10%,2971,11143
NEGRETE,"10,354",404,92.50%,2961,11188
COLLAZO,"10,323",405,90.80%,2907,11365
ABREU,"10,322",406,79.30%,2553,"13,012"
CEBALLOS,"10,267",407,92.60%,2992,11088
JAIMES,"10,257",408,96.20%,3113,10661
BATISTA,"10,225",409,78.10%,2530,"13,095"
IRIZARRY,"10,224",410,88.60%,2857,"11,538"
JACKSON,"10,192",411,1.50%,18,"666,125"
ESPINAL,"10,092",412,95.80%,3138,10534
CARRERA,"10,067",413,85.70%,2805,"11,752"
TAMAYO,"10,039",414,82.80%,2729,12130
PANTOJA,"9,965",415,94.80%,3148,10507
OLIVA,"9,946",416,66.80%,2241,"14,892"
WHITE,"9,912",417,1.50%,20,"639,515"
ESPINO,"9,901",418,90.30%,3030,10968
BENAVIDEZ,"9,842",419,90.00%,3039,10935
ORDONEZ,"9,841",420,86.60%,2906,11366
NORIEGA,"9,816",421,88.50%,2990,11089
ALMANZA,"9,811",422,94.20%,3163,10412
URBINA,"9,796",423,93.20%,3145,10511
LIMON,"9,701",424,90.20%,3086,10760
GAYTAN,"9,679",425,95.20%,3224,10164
MONTERO,"9,676",426,80.70%,2761,"11,997"
ARCHULETA,"9,655",427,80.60%,2763,"11,978"
ARMENTA,"9,617",428,91.20%,3136,10542
BANDA,"9,602",429,87.70%,3033,10954
FARIAS,"9,591",430,80.10%,2764,"11,977"
TEJEDA,"9,583",431,95.20%,3256,10071
FIERRO,"9,576",432,80.50%,2785,"11,891"
MOJICA,"9,576",432,88.60%,3077,10803
SOLORZANO,"9,572",434,94.30%,3232,10151
VILLASENOR,"9,526",435,93.50%,3214,10190
MESA,"9,501",436,83.80%,2915,"11,341"
MARES,"9,455",437,78.50%,2751,"12,041"
TIRADO,"9,451",438,90.90%,3167,10396
LIRA,"9,430",439,88.50%,3116,"10,655"
AGUAYO,"9,348",440,94.60%,3321,9878
LERMA,"9,305",441,90.90%,3208,10235
ARGUETA,"9,304",442,95.50%,3357,9738
PALMA,"9,299",443,64.90%,2312,"14,339"
JAIME,"9,279",444,91.40%,3232,10151
AQUINO,"9,245",445,50.00%,1781,"18,472"
ALICEA,"9,220",446,90.00%,3204,10246
CLARK,"9,213",447,1.70%,25,"548,369"
SORIA,"9,161",448,86.20%,3119,10629
SOLORIO,"9,110",449,95.10%,3421,9580
JASSO,"9,096",450,91.50%,3308,9938
VALLES,"9,068",451,87.30%,3170,10388
GARIBAY,"9,041",452,94.00%,3408,9623
CINTRON,"9,034",453,88.90%,3230,10158
CENTENO,"8,999",454,88.30%,3215,10188
PRECIADO,"8,980",455,93.80%,3422,9572
LOERA,"8,957",456,94.70%,3456,9459
MACHADO,"8,931",457,48.50%,1788,"18,429"
HENRIQUEZ,"8,925",458,90.80%,3337,9824
BRIONES,"8,921",459,80.10%,2971,11143
ARMENDARIZ,"8,911",460,93.10%,3423,9569
GIRON,"8,861",461,81.50%,3057,"10,874"
LOMELI,"8,838",462,94.40%,3492,9359
CARABALLO,"8,815",463,90.00%,3342,9794
ELIAS,"8,768",464,45.20%,1694,"19,394"
BERRIOS,"8,752",465,91.30%,3415,9590
BARBOSA,"8,709",466,64.80%,2462,"13,433"
GARAY,"8,687",467,85.70%,3236,"10,142"
TEJADA,"8,622",468,88.90%,3372,9700
HARRIS,"8,606",469,1.40%,24,"593,542"
LOYA,"8,581",470,86.40%,3309,"9,929"
ANGULO,"8,528",471,91.80%,3515,9293
REGALADO,"8,501",472,88.70%,3417,9589
APODACA,"8,495",473,84.50%,3264,"10,054"
MOTA,"8,480",474,84.00%,3251,"10,094"
DUENAS,"8,477",475,85.00%,3297,9976
JAUREGUI,"8,469",476,92.00%,3542,9210
SEGOVIA,"8,456",477,90.50%,3498,9346
ROBINSON,"8,451",478,1.70%,27,"503,028"
ULLOA,"8,440",479,92.80%,3587,9097
ARAUJO,"8,422",480,66.60%,2624,"12,646"
MONROY,"8,412",481,91.30%,3540,9215
ROLDAN,"8,396",482,82.60%,3220,10168
PORRAS,"8,394",483,89.10%,3467,9419
PADRON,"8,380",484,89.50%,3492,9359
CADENA,"8,376",485,91.80%,3577,9123
VERGARA,"8,369",486,77.20%,3063,10844
LEWIS,"8,363",487,1.60%,26,"509,930"
ALCANTAR,"8,347",488,94.80%,3701,8802
DELAGARZA,"8,333",489,91.90%,3599,9068
FERRER,"8,295",490,63.80%,2556,"13,010"
DELVALLE,"8,283",491,86.80%,3431,9545
MUNGUIA,"8,277",492,94.60%,3723,8749
FAJARDO,"8,194",493,77.80%,3139,10530
PEDRAZA,"8,158",494,92.40%,3692,8828
SANTILLAN,"8,150",495,93.40%,3730,8729
LEE,"8,119",496,1.30%,22,"605,860"
RAZO,"8,105",497,91.20%,3671,8891
APARICIO,"8,029",498,93.50%,3789,8587
WALKER,"8,021",499,1.60%,28,"501,307"
CABRAL,"8,011",500,41.30%,1696,"19,384"
CARLOS,"8,001",501,65.80%,2718,"12,162"
ANGEL,"7,983",502,41.30%,1704,"19,316"
SALCIDO,"7,980",503,91.00%,3714,8766
QUINONEZ,"7,971",504,94.60%,3870,8426
ROQUE,"7,904",505,73.10%,3076,"10,806"
SAUCEDA,"7,879",506,92.40%,3821,8529
YOUNG,"7,875",507,1.70%,31,"465,948"
ESTRELLA,"7,871",508,77.40%,3221,"10,167"
FALCON,"7,798",509,68.60%,2899,"11,371"
CARREON,"7,798",509,84.60%,3538,9218
BRISENO,"7,774",511,93.50%,3927,8312
FLOREZ,"7,732",512,88.10%,3709,8775
LLAMAS,"7,716",513,90.60%,3829,8521
CEPEDA,"7,708",514,90.20%,3810,8544
OLIVAREZ,"7,681",515,91.70%,3896,8378
CAMARENA,"7,666",516,94.70%,4027,8094
ALTAMIRANO,"7,643",517,93.20%,3979,8200
RUELAS,"7,635",518,95.00%,4079,8033
BOTELLO,"7,622",519,92.00%,3938,8287
RESENDEZ,"7,615",520,94.20%,4036,8086
URENA,"7,608",521,94.30%,4052,8064
MILLAN,"7,551",522,82.70%,3572,"9,127"
ALBA,"7,536",523,76.30%,3324,"9,872"
PEREA,"7,523",524,85.40%,3700,8808
ALLEN,"7,507",525,1.60%,32,"463,368"
RUVALCABA,"7,485",526,97.50%,4274,7673
SIFUENTES,"7,482",527,94.60%,4144,7911
PEDROZA,"7,462",528,93.60%,4117,7976
RAMON,"7,448",529,80.80%,3539,"9,216"
TERRAZAS,"7,445",530,92.60%,4067,8044
CORRALES,"7,433",531,88.80%,3900,8373
